geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
2068,-23.51238742131686,-46.61410375867045,sao paulo,SP
2069,-23.506887635581972,-46.61473331793521,sao paulo,SP
2071,-23.50933070107913,-46.61305302692021,sao paulo,SP
2072,-23.501226698309175,-46.6117638157135,sao paulo,SP
2073,-23.502879104362588,-46.61020258826243,sao paulo,SP
2074,-23.509075809596663,-46.60845266472386,sao paulo,SP
2075,-23.56857764862371,-46.63112493228111,sao paulo,SP
2076,-23.507301038576962,-46.60034823827113,sao paulo,SP
2077,-23.50485496641469,-46.59854287330482,sao paulo,SP
2078,-23.5040839730798,-46.6437705760574,sao paulo,SP
2079,-23.500493863725534,-46.61064223120199,sao paulo,SP
2080,-23.4986877407538,-46.60853015459633,sao paulo,SP
2081,-23.49738360421836,-46.611385569940545,sao paulo,SP
2082,-23.496347525391002,-46.609711370390634,sao paulo,SP
2083,-23.50441421787179,-46.612186685123184,sao paulo,SP
2084,-23.499443524842725,-46.601892570777295,sao paulo,SP
2085,-23.498607801180626,-46.613407889708775,sao paulo,SP
2088,-23.504240259718838,-46.620742066583865,sao paulo,SP
2089,-23.517094484592327,-46.616673100755904,sao paulo,SP
2110,-23.52188843014645,-46.59771857382514,sao paulo,SP
2111,-23.52074967860234,-46.59468522606609,sao paulo,SP
2112,-23.523671581023432,-46.59395589078996,sao paulo,SP
2113,-23.524769839027034,-46.59460869011487,sao paulo,SP
2114,-23.52577832139767,-46.59317769011487,sao paulo,SP
2115,-23.527448786069986,-46.59209165459631,sao paulo,SP
2116,-23.525834437965283,-46.58995411241269,sao paulo,RN
2117,-23.520960848462106,-46.59447796947313,sao paulo,SP
2118,-23.516789731057763,-46.59476458159733,sao paulo,SP
2119,-23.51727754373667,-46.59482881134383,sao paulo,SP
2120,-23.51343259478331,-46.59460689286743,sao paulo,SP
2121,-23.51768392745292,-46.59439010199666,sao paulo,SP
2122,-23.51441473688614,-46.590970588954924,sao paulo,SP
2123,-23.517627791247573,-46.582634758720225,sao paulo,SP
2124,-23.530546265568052,-46.581298732442754,sao paulo,SP
2125,-23.51120146378896,-46.58911078948579,sao paulo,SP
2126,-23.50969228282069,-46.59408297071386,sao paulo,SP
2127,-23.511349687200674,-46.59201887168263,sao paulo,SP
2128,-23.507074697472447,-46.5957123424895,sao paulo,SP
2129,-23.50546705023373,-46.59151375867047,sao paulo,SP
2130,-23.511789964192985,-46.59084781626178,sao paulo,SP
2131,-23.508716406053413,-46.58673996003806,sao paulo,SP
2132,-23.50423576824974,-46.58306825367879,sao paulo,SP
2133,-23.50234848237062,-46.58744144171617,sao paulo,SP
2134,-23.50071653788447,-46.58971616264639,sao paulo,SP
2135,-23.500903798228368,-46.59098096710719,sao paulo,SP
2136,-23.501811604766623,-46.58469552428094,sao paulo,SP
2137,-23.501769233971963,-46.5783894425529,sao paulo,SP
2138,-23.49685106411218,-46.57592639676259,sao paulo,SP
2139,-23.49413493949449,-46.57383989064572,sao paulo,SP
2141,-23.49285319900167,-46.575631017278226,sao paulo,SP
2142,-23.511587490420705,-46.57771221593854,sao paulo,SP
2143,-23.508385511800995,-46.57640743144442,sao paulo,SP
2144,-23.505290381903173,-46.57158798389984,sao paulo,SP
2145,-23.502788226096424,-46.5667425,sao paulo,SP
2146,-23.500957023313518,-46.570882263950566,sao paulo,SP
2147,-23.49955674271452,-46.5652199639332,sao paulo,SP
2150,-23.495750203445066,-46.57041668956659,sao paulo,SP
2151,-23.4998879089676,-46.57117045322873,sao paulo,SP
2152,-23.499021698309175,-46.573211734116185,sao paulo,SP
2161,-23.496009307519213,-46.57412208090483,sao paulo,SP
2162,-23.49113381330457,-46.56468849501538,sao paulo,SP
2166,-23.526501862888807,-46.58574746655892,sao paulo,SP
2167,-23.524889144324533,-46.58430716833056,sao paulo,SP
2168,-23.522186242796284,-46.58073393796528,sao paulo,SP
2169,-23.850590647198075,-46.782444807449856,sao paulo,SP
2170,-23.529402641118732,-46.59244042154087,sao paulo,SP
2174,-23.52357299999995,-46.57335756306164,sao paulo,SP
2175,-23.516718741284574,-46.576115697100846,sao paulo,SP
2176,-23.516161836805328,-46.574240024006,sao paulo,SP
2177,-23.512757489324194,-46.57076375575625,sao paulo,SP
2178,-23.52444232944775,-46.571242971550596,sao paulo,SP
2179,-23.524155115182637,-46.568972445611344,sao paulo,SP
2180,-23.523234359974627,-46.566613017744935,sao paulo,SP
2181,-23.521146129061087,-46.56438021386109,sao paulo,SP
2185,-23.519147972243086,-46.56900629309248,sao paulo,SP
2186,-23.51856465889548,-46.57037346003806,sao paulo,SP
2187,-23.519542631138574,-46.56743298029315,sao paulo,SP
2188,-23.511678275607338,-46.570803024698506,sao paulo,SP
2189,-23.509089785734886,-46.56971216472388,sao paulo,SP
2190,-23.51000410851753,-46.56700557886282,sao paulo,SP
2201,-23.49681819677997,-46.598363040942886,sao paulo,SP
2202,-23.49482774049283,-46.598274712187646,sao paulo,SP
2203,-23.4959532850424,-46.59322618942236,sao paulo,SP
2204,-23.493569888424037,-46.597038285879115,sao paulo,SP
2205,-23.49093173604943,-46.59415543603204,sao paulo,SP
2206,-23.488319472935572,-46.59996845697964,sao paulo,SP
2207,-23.487951800353443,-46.590661634745246,sao paulo,SP
2208,-23.48522082209015,-46.59678637538229,sao paulo,SP
2209,-23.49204491756594,-46.59853834762538,sao paulo,SP
2210,-23.48791325728547,-46.58615526449883,sao paulo,SP
2211,-23.49856500360668,-46.59628974118531,sao paulo,SP
2212,-23.49811667943905,-46.59129882209016,sao paulo,SP
2213,-23.49937483596861,-46.593027911737565,sao paulo,SP
2214,-23.49537402692021,-46.590939387731545,sao paulo,SP
2215,-23.49432780544174,-46.586854393559925,sao paulo,SP
2216,-23.494807446015358,-46.585480148767935,sao paulo,SP
2217,-23.49331573022104,-46.58540473896361,sao paulo,SP
2218,-23.48984560644007,-46.58808149999999,sao paulo,SP
2219,-23.496684569248075,-46.59205427699232,sao paulo,SP
2220,-23.494667241585823,-46.58444707729607,sao paulo,SP
2221,-23.48873345184375,-46.58466052498697,sao paulo,SP
2222,-23.488231337497822,-46.58120143450284,sao paulo,SP
2223,-23.56494384901036,-46.69382631862771,sao paulo,SP
2224,-23.48812345213221,-46.57760261365343,sao paulo,SP
2225,-23.491924910352576,-46.57850098404406,sao paulo,SP
2226,-23.487399534277795,-46.57844038343239,sao paulo,SP
2227,-23.486850094639077,-46.57800168304575,sao paulo,SP
2228,-23.481402894252426,-46.57470436419735,sao paulo,SP
2229,-23.48462347960067,-46.57376685858964,sao paulo,SP
2230,-23.486705790178284,-46.56598524785042,sao paulo,SP
2231,-23.480072680930448,-46.56785817554391,sao paulo,SP
2232,-23.480020288649087,-46.567392433521874,sao paulo,SP
2233,-23.47914780708589,-46.56761241465178,sao paulo,SP
2234,-23.482520706907515,-46.577522781435725,sao paulo,SP
2235,-23.48596682653356,-46.58519189731083,sao paulo,SP
2236,-23.47515299639332,-46.57214257431757,sao paulo,SP
2237,-23.848748256448754,-46.69661682777429,sao paulo,SP
2238,-23.477245679439047,-46.58068782209015,sao paulo,SP
2239,-23.491448538721194,-46.615308558976295,sao paulo,SP
2240,-23.48014781848348,-46.604095532892806,sao paulo,SP
2241,-23.493206975301494,-46.610962889809024,sao paulo,SP
2242,-23.502967796581984,-46.609069520543564,sao paulo,SP
